word,emotion,intensity,polarity
前门进虎，后门进狼,NC,3.0,2.0
在劫难逃,NC,5.0,2.0
草衣木食,NB,1.0,2.0
等米下锅,NB,1.0,2.0
家道壁立,NB,3.0,2.0
纳履踵决,NB,3.0,2.0
飞短流长,NN,5.0,2.0
薏苡明珠,NE,5.0,2.0
利息秋毫,PH,1.0,1.0
关门闭户,NJ,1.0,0.0
豺狐之心,NN,7.0,2.0
瓜蔓抄,NN,7.0,2.0
玉粒桂薪,NE,3.0,2.0
债台高筑,NE,7.0,2.0
刚毅不讷,PH,7.0,1.0
无拳无勇,NN,5.0,2.0
鞍不离马，甲不离身,PH,5.0,1.0
枕戈待旦,PH,5.0,1.0
迟疑不决,NL,3.0,2.0
仓卒应战,NI,9.0,2.0
犹豫不定,NN,3.0,2.0
低首下心,NN,3.0,2.0
盖不由己,NE,3.0,2.0
锱铢必较,NN,7.0,2.0
张公吃酒李公醉,NE,3.0,2.0
鼠窜狼奔,ND,5.0,2.0
嘴甜心苦,NN,5.0,2.0
强盗挂念珠,ND,7.0,2.0
见事风生,NN,5.0,2.0
报仇雪恨,ND,7.0,2.0
招权纳赂,NN,5.0,2.0
缓不济急,NI,5.0,0.0
屏声息气,NC,3.0,0.0
歧路亡羊,NN,5.0,2.0
千了百当,PH,3.0,1.0
冬扇夏炉,NN,5.0,2.0
喧宾夺主,NN,5.0,2.0
日月交食,NN,5.0,2.0
漏脯充饥,NN,7.0,2.0
束手待毙,NN,5.0,2.0
抛头露面,NN,5.0,2.0
原形毕露,ND,7.0,2.0
因祸得福,PE,5.0,1.0
人民城郭,NB,5.0,2.0
联翩而至,PA,5.0,0.0
自相残杀,NN,7.0,2.0
强人所难,NN,5.0,2.0
有隙可乘,NN,3.0,2.0
欺善怕恶,NN,7.0,2.0
肆意横行,NN,7.0,2.0
横行天下,NN,7.0,2.0
知情不举,NN,7.0,2.0
博士买驴,NN,3.0,2.0
屦贱踊贵,NN,3.0,2.0
结党营私,NN,9.0,2.0
招降纳叛,NN,5.0,2.0
任其自便,NN,3.0,2.0
惹祸招殃,NN,5.0,2.0
招风惹草,NN,5.0,2.0
鼓噪而起,NN,5.0,2.0
出乖露丑,NN,5.0,2.0
谏鼓谤木,PH,5.0,1.0
高下在心,PH,3.0,1.0
殚智竭力,PH,7.0,1.0
草草收兵,NN,5.0,2.0
图谋不轨,NN,5.0,2.0
贪欢逐乐,NN,7.0,2.0
春深似海,PB,5.0,1.0
天朗气清,PB,7.0,1.0
秋高气肃,PB,5.0,1.0
天府之国,PH,9.0,1.0
群芳竟艳,PB,5.0,1.0
绿水青山,PB,7.0,1.0
光彩耀日,PH,5.0,1.0
除恶务尽,NA,5.0,0.0
评头品足,NN,5.0,2.0
胆大包天,NN,7.0,2.0
涸泽而渔,NN,7.0,2.0
搔头弄姿,ND,5.0,2.0
逼上梁山,NA,5.0,0.0
反客为主,PH,1.0,3.0
小试锋芒,PH,3.0,1.0
左右开弓,PH,3.0,1.0
出口成章,PH,7.0,1.0
兼资文武,PH,7.0,1.0
陆海潘江,PH,9.0,1.0
七步成诗,PH,7.0,1.0
神机妙算,PH,9.0,1.0
胸中甲兵,PH,7.0,1.0
卓荦超伦,PH,9.0,1.0
殚见洽文,PH,7.0,1.0
闳大不经,PH,7.0,1.0
通人达才,PH,7.0,1.0
蜀犬吠日,NN,3.0,2.0
真知灼见,PH,5.0,1.0
白日升天,PA,3.0,1.0
破壁飞去,PA,5.0,1.0
彪炳千古,PH,9.0,1.0
涉笔成趣,PH,7.0,1.0
赞不绝口,PH,9.0,1.0
折足覆餗,NN,5.0,2.0
土牛木马,NN,5.0,2.0
玉卮无当,NN,5.0,2.0
鸠形鹄面,NN,3.0,2.0
时通运泰,PA,5.0,1.0
放歌纵酒,PA,5.0,1.0
凤冠霞帔,PB,1.0,1.0
桃李满天下,PD,7.0,1.0
再造之恩,PD,7.0,1.0
藏器待时,PE,5.0,1.0
可操左券,PG,9.0,1.0
根深叶茂,PH,7.0,1.0
一箭双雕,PH,5.0,1.0
功高不赏,PH,9.0,1.0
不遗余力,PH,7.0,1.0
兼功自厉,PH,7.0,1.0
卧薪尝胆,PH,9.0,1.0
拔树寻根,PH,7.0,1.0
明目达聪,PH,5.0,1.0
手到病除,PH,5.0,1.0
胆略兼人,PH,3.0,1.0
凤鸣朝阳,PH,5.0,1.0
鸾翔凤集,PH,5.0,1.0
祥麟威凤,PH,7.0,1.0
下笔有神,PH,5.0,1.0
未雨绸缪,PH,5.0,1.0
仙风道骨,PH,7.0,1.0
一表堂堂,PH,5.0,1.0
感恩图报,PH,5.0,1.0
妙处不传,PH,5.0,1.0
如闻其声，如见其人,PH,3.0,1.0
危言危行,PH,5.0,1.0
执法不阿,PH,5.0,1.0
平地楼台,PH,5.0,1.0
福至心灵,PH,5.0,1.0
改弦易辙,PH,3.0,0.0
风樯阵马,PH,5.0,1.0
饮醇自醉,PH,3.0,1.0
人自为战,PH,3.0,1.0
及锋而试,PH,3.0,1.0
兵强将勇,PH,5.0,1.0
节节胜利,PH,5.0,1.0
所向披靡,PH,7.0,1.0
熊罴之师,PH,5.0,1.0
择善而从,PH,3.0,1.0
孺子可教,PH,5.0,1.0
改邪归正,PH,5.0,1.0
一改故辙,PH,5.0,1.0
袒裼裸裎,NN,5.0,2.0
苟合取容,ND,5.0,2.0
头童齿豁,NB,3.0,0.0
如到宝山空手回,NJ,5.0,2.0
大厦将倾，一木难支,NB,7.0,2.0
兵败如山倒,NJ,5.0,2.0
弃甲倒戈,NN,7.0,2.0
望风破胆,NJ,5.0,2.0
彩凤随鸦,NJ,3.0,2.0
一事无成,NN,5.0,2.0
不肖子孙,NN,5.0,2.0
虚度年华,NN,5.0,2.0
怙恶不悛,NN,9.0,2.0
一丘之貉,NN,5.0,2.0
偷东摸西,NN,7.0,2.0
紧行无好步,NN,1.0,0.0
放虎自卫,NN,7.0,2.0
谬种流传,NN,5.0,2.0
粗服乱头,NN,1.0,2.0
阿其所好,NN,5.0,2.0
冥室椟棺,ND,7.0,2.0
不辨龙蛇,NN,5.0,2.0
鹦鹉学舌,NN,3.0,2.0
投机倒把,NN,7.0,2.0
以耳为目,NN,3.0,2.0
咎由自取,NN,7.0,2.0
引狗入寨,NN,9.0,2.0
自讨没趣,NN,5.0,2.0
姗姗来迟,NN,1.0,2.0
何其相似乃尔,PH,1.0,0.0
倾家荡产,NB,5.0,0.0
蠹众木折,NN,5.0,2.0
化为泡影,NJ,5.0,0.0
尺布斗栗,NN,1.0,0.0
漏泄春光,NN,1.0,0.0
摇旗打鼓,NN,1.0,0.0
徙宅忘妻,NN,7.0,2.0
恃勇轻敌,NN,3.0,2.0
伯歌季舞,PH,3.0,1.0
欢喜冤家,PB,1.0,0.0
金石交,PB,1.0,0.0
笙磬同音,PB,1.0,0.0
竹马之好,PB,1.0,0.0
傥来之物,PC,3.0,0.0
平地一声雷,PC,5.0,0.0
君子之交,PH,3.0,1.0
单相思,PF,3.0,0.0
赤身露体,NN,1.0,0.0
淡妆浓抹,NN,3.0,2.0
逼真逼肖,PH,5.0,1.0
格物穷理,PH,1.0,0.0
去伪存真,PH,3.0,1.0
追本穷源,PH,1.0,0.0
流言止于智者,PH,1.0,0.0
杅穿皮蠹,PH,3.0,0.0
丁一确二,PH,3.0,1.0
明辨是非,PH,3.0,1.0
南征北战,PH,1.0,0.0
拐弯抹角,NN,3.0,2.0
虚情假意,NN,9.0,2.0
奋勇当先,PH,7.0,1.0
身先士卒,PH,9.0,1.0
碧血丹心,PH,7.0,1.0
食少事繁,PH,5.0,1.0
风雨同舟,PH,5.0,1.0
问安视膳,PH,5.0,1.0
敬而远之,ND,5.0,2.0
敬贤礼士,PD,7.0,1.0
尊师重道,PD,7.0,1.0
得薄能鲜,NN,5.0,2.0
马齿徒增,NN,5.0,2.0
昂首望天,NN,5.0,2.0
独弦哀歌,NN,5.0,2.0
居功自傲,NN,5.0,2.0
自高其功,NN,5.0,2.0
贪名爱利,NN,7.0,2.0
封豕长蛇,NN,7.0,2.0
蛇吞象,NN,7.0,2.0
眼馋肚饱,NN,5.0,2.0
xixi,PA,5.0,0.0
葱白,PB,7.0,1.0
我去,PC,7.0,0.0
BS,NN,7.0,2.0
CC,PA,5.0,1.0
无语,NJ,5.0,2.0
八婆,NN,3.0,2.0
超爽,PA,9.0,0.0
包子,NN,5.0,2.0
_god,PC,7.0,0.0
爱老虎油,PB,9.0,1.0
呕像,NN,3.0,2.0
MPJ,NN,5.0,2.0
固执,NN,5.0,2.0
浑水摸鱼,NN,1.0,2.0
得寸进尺,NN,5.0,2.0
尔虞我诈,NN,7.0,2.0
空洞,NN,3.0,2.0
婆婆妈妈,NN,3.0,2.0
滥竽充数,NN,7.0,2.0
猎取,NN,1.0,2.0
蛮横,NN,5.0,2.0
擅自,NN,1.0,2.0
拈轻怕重,NN,3.0,2.0
漠然,NN,3.0,2.0
怨尤,NN,5.0,2.0
暴烈,NN,5.0,2.0
偏见,NN,3.0,0.0
招摇,NN,7.0,2.0
千篇一律,NE,5.0,2.0
骄矜,NN,7.0,2.0
求全责备,NN,3.0,2.0
势利,NN,7.0,2.0
挑剔,NN,5.0,2.0
偷懒,NN,3.0,2.0
畏葸不前,NN,5.0,2.0
无稽之谈,NN,7.0,2.0
无中生有,NN,5.0,2.0
犯疑心病,NN,1.0,2.0
叶公好龙,NN,7.0,2.0
变节,NN,5.0,2.0
灭绝人性,NN,9.0,2.0
奸险,NN,9.0,2.0
猥劣,NN,7.0,2.0
奸诈,NN,9.0,2.0
诡诈,NN,7.0,2.0
浇薄,NN,7.0,2.0
虚骄,NN,7.0,2.0
不自量力,NN,5.0,2.0
老气横秋,NN,5.0,2.0
狂气,NN,5.0,2.0
刚愎,NN,5.0,2.0
小心眼,NN,7.0,2.0
陋习,NN,9.0,2.0
阳奉阴违,NN,5.0,2.0
随风倒,NN,5.0,2.0
自私自利,NN,7.0,2.0
鄙俗,NN,5.0,2.0
蛮不讲理,NN,7.0,2.0
轻率,NN,5.0,2.0
愚鲁,NN,7.0,2.0
摇头摆尾,NN,3.0,2.0
蠢笨,NN,7.0,2.0
愚顽,NN,5.0,2.0
儇薄,NN,5.0,2.0
水性杨花,NN,7.0,2.0
贪嘴,NN,3.0,2.0
愚直,NN,5.0,2.0
怪诞,NN,3.0,2.0
浮皮潦草,NN,5.0,2.0
毛手毛脚,NN,5.0,2.0
食言,NN,5.0,2.0
鬼祟,NN,7.0,2.0
出圈儿,NN,5.0,2.0
奴颜媚骨,NN,7.0,2.0
欺哄,NN,3.0,2.0
耍滑,NN,3.0,2.0
耍赖,NN,5.0,2.0
恣意妄为,NN,7.0,2.0
闲散,NN,1.0,2.0
兔死狗烹,NN,7.0,2.0
蛮勇,NN,3.0,2.0
自恋,NN,3.0,2.0
有勇无谋,NN,5.0,2.0
不识人间有羞耻事,NN,7.0,2.0
辱门败户,NN,7.0,2.0
慢腾腾,NN,3.0,2.0
人心似铁,NN,7.0,2.0
盲用,NN,1.0,2.0
慢慢吞吞,NN,3.0,2.0
孤行己见,NN,5.0,2.0
强横霸道,NN,7.0,2.0
萧规曹随,NN,5.0,2.0
左右袒,NN,3.0,2.0
干巴,NN,3.0,2.0
化公为私,NN,7.0,2.0
权欲熏心,NN,7.0,2.0
猥鄙,NN,9.0,2.0
膏粱子弟,NN,7.0,2.0
淫秽,NN,7.0,2.0
艳情,NN,5.0,2.0
口角,NN,3.0,2.0
冷酷无情,NN,5.0,2.0
有理无情,NN,5.0,2.0
耍滑头,NN,1.0,2.0
身单力薄,NN,3.0,2.0
错误百出,NN,5.0,2.0
生吞活剥,NN,5.0,2.0
臭名昭著,ND,7.0,2.0
发酸,NN,3.0,0.0
言之无物,NN,3.0,2.0
傲物,NN,5.0,2.0
摆款儿,NN,1.0,2.0
板荡,NN,7.0,2.0
暴政,NN,5.0,2.0
兵痞,NN,7.0,2.0
财迷,NN,3.0,2.0
向着,PB,5.0,2.0
桑梓之念,PF,5.0,0.0
惊吓,NC,5.0,0.0
心血来潮,NN,3.0,2.0
享乐,NN,3.0,2.0
惊诧,PC,7.0,0.0
怪讶,PC,5.0,0.0
平定,PE,3.0,0.0
精湛,PH,5.0,1.0
冰心,PH,5.0,1.0
并力,PG,3.0,1.0
博雅,PH,5.0,1.0
才赋,PH,5.0,1.0
才学,PH,5.0,1.0
苍郁,PB,3.0,1.0
长技,PH,5.0,1.0
草寇,ND,5.0,2.0
插足,NN,3.0,2.0
谗佞,ND,7.0,2.0
伥鬼,NN,7.0,2.0
吵人,ND,5.0,2.0
尘嚣,NE,3.0,2.0
称霸,NN,5.0,2.0
超卓,PH,7.0,1.0
沉挚,PH,5.0,1.0
成名,PH,5.0,1.0
吃心,NN,3.0,2.0
齿冷,NN,5.0,2.0
忡忡,NI,5.0,2.0
丑事,NN,5.0,2.0
承教,PD,5.0,1.0
骋目,PA,3.0,0.0
崇信,PD,7.0,1.0
出蓝,PH,5.0,1.0
创举,PH,5.0,1.0
憷头,NC,3.0,2.0
春山,PH,3.0,1.0
纯稚,PH,5.0,1.0
吹擂,NN,5.0,2.0
蠢话,NN,5.0,2.0
刺儿话,NN,3.0,2.0
窜犯,ND,5.0,2.0
篡位,NN,7.0,2.0
错会,NN,3.0,2.0
呆子,NN,3.0,2.0
刀俎,ND,5.0,2.0
盗匪,ND,5.0,2.0
盗用,NN,5.0,2.0
桂冠,PA,7.0,1.0
国光,PH,5.0,1.0
国威,PD,1.0,1.0
酣眠,PA,3.0,1.0
敌特,ND,5.0,2.0
颠沛,NB,3.0,2.0
丢份,ND,3.0,2.0
毒贩,NN,5.0,2.0
赌棍,ND,5.0,2.0
断代,NJ,3.0,0.0
恶疾,ND,5.0,2.0
恶性,NN,5.0,2.0
贰臣,NN,3.0,2.0
法盲,NN,5.0,2.0
反侧,NN,3.0,2.0
饭桶,NN,7.0,2.0
放刁,ND,5.0,2.0
非人,NN,9.0,2.0
匪祸,ND,5.0,2.0
分赃,NN,5.0,2.0
奉迎,ND,3.0,2.0
浮夸,NN,3.0,2.0
负隅,ND,3.0,2.0
官僚,ND,5.0,2.0
惯贼,NN,5.0,2.0
淳古,PH,5.0,1.0
慈怜,PH,5.0,1.0
葱郁,PB,3.0,1.0
翠蓝,PB,1.0,1.0
存问,PB,1.0,0.0
打躬,PD,3.0,1.0
大观,PH,5.0,1.0
大士,PH,5.0,1.0
大雅,PH,5.0,1.0
黛紫,PB,1.0,0.0
当先,PH,3.0,0.0
鬼子,ND,7.0,2.0
得救,PE,3.0,0.0
得中,PB,3.0,1.0
砥柱,PH,7.0,1.0
叮咛,NC,1.0,0.0
国耻,ND,9.0,2.0
过头,NN,3.0,2.0
黑金,ND,3.0,2.0
后门,NN,1.0,2.0
虎口,NC,1.0,0.0
幻灭,NJ,5.0,2.0
谎话,NN,3.0,2.0
毁约,NN,1.0,2.0
秽行,ND,5.0,2.0
混账,ND,5.0,2.0
挤占,NN,3.0,2.0
假手,NN,3.0,2.0
进犯,NN,3.0,2.0
拘牵,NN,1.0,2.0
懒怠,NN,7.0,2.0
空论,NN,3.0,2.0
懂行,PH,5.0,1.0
洞究,PH,1.0,1.0
宽纵,NN,1.0,2.0
独步,PH,5.0,1.0
笃学,PH,5.0,1.0
端平,PH,5.0,1.0
墩劝,PD,3.0,1.0
夺魁,PA,5.0,0.0
发奋,PH,5.0,1.0
发展,PH,3.0,0.0
繁盛,PH,5.0,1.0
芳烈,PH,5.0,1.0
放达,PH,1.0,1.0
飞灵,PH,3.0,1.0
肥壮,PH,3.0,1.0
丰饶,PH,5.0,1.0
富源,PB,1.0,1.0
改过,PH,3.0,1.0
甘贵,PB,5.0,0.0
刚性,PH,3.0,1.0
高档,PH,5.0,1.0
高朗,PH,3.0,1.0
捞摸,NN,5.0,2.0
勒抑,NN,5.0,2.0
冷遇,NE,3.0,2.0
敛财,NN,5.0,2.0
凌夷,NN,3.0,2.0
流气,NN,5.0,2.0
高爽,PB,5.0,1.0
露丑,NG,5.0,2.0
乱民,NN,3.0,2.0
沦丧,NB,5.0,2.0
落套,NN,1.0,2.0
埋汰,NN,3.0,2.0
毛子,ND,3.0,2.0
没样儿,NN,1.0,2.0
媚外,NN,5.0,2.0
密谋,NN,5.0,2.0
冥顽,NN,5.0,2.0
高升,PA,7.0,0.0
更生,PH,3.0,1.0
工稳,PH,5.0,1.0
攻书,PH,3.0,1.0
公认,PG,7.0,1.0
挂记,PF,5.0,0.0
磨烦,NE,3.0,2.0
观止,PH,9.0,1.0
贯彻,PH,1.0,0.0
光溜,PB,5.0,1.0
呶呶,NN,3.0,2.0
闹架,NN,3.0,2.0
闹灾,NE,5.0,2.0
国本,PH,5.0,0.0
啮噬,NE,7.0,2.0
奴化,NN,5.0,2.0
殴打,NN,7.0,2.0
攀诬,NN,5.0,2.0
旁骛,NN,3.0,2.0
好评,PH,7.0,1.0
皮囊,NN,3.0,2.0
偏差,NN,3.0,2.0
剽取,NN,5.0,2.0
破财,NE,3.0,0.0
歧途,NN,5.0,2.0
起哄,NN,5.0,2.0
前愆,NN,3.0,2.0
枪替,NN,5.0,2.0
抢劫,NN,5.0,2.0
浩浩,PH,3.0,0.0
贺匾,PH,5.0,1.0
贺喜,PA,9.0,1.0
红星,PH,5.0,1.0
洪钟,PH,3.0,1.0
宏论,PH,7.0,1.0
护佑,PD,3.0,1.0
华彩,PH,5.0,1.0
欢歌,PA,5.0,1.0
欢宴,PA,5.0,1.0
挥毫,PH,5.0,1.0
回归,PA,1.0,1.0
活溜,PH,1.0,1.0
积德,PH,5.0,1.0
吉期,PA,7.0,1.0
窃夺,NN,5.0,2.0
侵袭,NN,5.0,2.0
倾轧,NN,5.0,2.0
求全,NN,1.0,2.0
取闹,NN,5.0,2.0
缺点,NN,9.0,2.0
饶舌,NN,3.0,2.0
认头,NN,3.0,2.0
辱命,NN,3.0,2.0
杀机,NN,5.0,2.0
蛇头,ND,5.0,2.0
生事,NN,3.0,2.0
失范,NN,3.0,2.0
失算,NE,5.0,2.0
手黑,NN,7.0,2.0
受苦,NE,5.0,0.0
受制,NE,5.0,2.0
衰颓,NN,5.0,2.0
搜刮,NN,5.0,2.0
损伤,NN,5.0,2.0
贪贿,NN,5.0,2.0
逃兵,NN,5.0,2.0
体罚,NN,5.0,2.0
偷盗,NN,7.0,2.0
透顶,NN,7.0,2.0
蜕化,NN,3.0,2.0
歪理,NN,5.0,2.0
顽梗,NN,5.0,2.0
妄人,NN,5.0,2.0
威胁,NN,5.0,2.0
违纪,NN,5.0,2.0
窝主,NN,7.0,2.0
芜杂,NN,5.0,2.0
嬉皮士,ND,3.0,2.0
瞎扯,NN,5.0,2.0
嫌忌,NN,5.0,2.0
险阻,NE,5.0,2.0
萧索,NN,5.0,2.0
邪魔,NN,5.0,2.0
泄密,NN,5.0,2.0
凶犯,NN,5.0,2.0
凶杀,NC,5.0,2.0
熊包,NN,5.0,2.0
虚话,NN,5.0,2.0
虚妄,NN,5.0,2.0
眩惑,NN,5.0,2.0
压制,NN,7.0,2.0
掩饰,NN,5.0,2.0
妖风,NN,5.0,2.0
窑子,ND,5.0,2.0
一窝蜂,NN,3.0,2.0
疑忌,NL,5.0,2.0
异端,ND,5.0,2.0
阴湿,NN,3.0,2.0
淫画,NN,5.0,2.0
引诱,NN,5.0,2.0
庸才,NN,5.0,2.0
诱胁,NN,5.0,2.0
迂气,NN,5.0,2.0
愚民,NN,5.0,2.0
郁然,NE,5.0,2.0
冤孽,NN,5.0,2.0
怨仇,ND,5.0,2.0
怨懑,ND,5.0,2.0
钦慕,PD,5.0,1.0
勤勤,PH,5.0,1.0
清官,PH,5.0,1.0
杂念,NN,3.0,2.0
灾祸,NE,5.0,2.0
佳境,PH,7.0,1.0
不甘心,NE,5.0,0.0
精卫填海,PH,5.0,1.0
美好,PH,9.0,1.0
至交,PB,7.0,1.0
偏袒,NN,5.0,2.0
心如死灰,NB,9.0,0.0
见长,PH,7.0,1.0
价廉质优,PH,7.0,1.0
一尘不染,PH,5.0,1.0
榜样,PH,5.0,1.0
拨弄,NN,5.0,2.0
光棍,NN,7.0,2.0
憎恶,ND,7.0,0.0
精悍,PH,7.0,1.0
不足挂齿,NN,3.0,2.0
懒散,NN,5.0,2.0
粗重,NN,3.0,0.0
惊人,PC,7.0,0.0
英武,PH,7.0,1.0
不甘,NE,9.0,0.0
虚伪,NN,9.0,2.0
融融,PA,5.0,1.0
遗臭万年,ND,9.0,2.0
息事宁人,NE,1.0,0.0
自在,PE,9.0,0.0
坏事,NN,7.0,2.0
崩溃,NE,9.0,0.0
得过且过,NN,5.0,2.0
宽容,PH,7.0,1.0
自得其乐,PA,7.0,1.0
心惊肉跳,NC,7.0,0.0
恋爱,PB,9.0,0.0
赘疣,NN,9.0,2.0
萧瑟,NB,7.0,0.0
高贵,PH,7.0,1.0
英豪,PH,7.0,1.0
摆布,NN,7.0,2.0
丝丝入扣,PH,5.0,1.0
体贴入微,PH,5.0,1.0
妻离子散,NB,7.0,0.0
告捷,PA,7.0,1.0
打掩护,NN,3.0,2.0
尸位素餐,NN,7.0,2.0
操持,PH,5.0,1.0
漠不关心,NN,3.0,2.0
栩栩如生,PH,7.0,1.0
服帖,PE,7.0,0.0
长上,PD,5.0,0.0
有头无尾,NN,7.0,2.0
安然,PE,5.0,0.0
妖媚,NN,5.0,2.0
碌碌,NN,7.0,2.0
不周,NN,3.0,2.0
仰望,PD,7.0,1.0
鼠辈,NN,9.0,2.0
幼稚,NN,7.0,2.0
风声鹤唳,NI,9.0,0.0
传家宝,PH,7.0,1.0
杞人忧天,NN,3.0,2.0
功德,PH,9.0,1.0
天香国色,PH,9.0,1.0
平庸,NN,3.0,2.0
无所事事,NN,7.0,2.0
高明,PH,7.0,1.0
驴唇不对马嘴,NN,7.0,2.0
实心实意,PG,5.0,0.0
私自,NN,3.0,2.0
喜欢,PB,5.0,1.0
陷落,NB,7.0,0.0
心慌意乱,NI,7.0,0.0
百孔千疮,NB,5.0,2.0
疏忽,NN,3.0,2.0
老调,NN,3.0,2.0
放火,NN,5.0,2.0
荒漠,NB,3.0,0.0
丰盈,PH,5.0,1.0
蠢动,NN,9.0,2.0
笃实,PH,5.0,1.0
牵连,NE,5.0,0.0
功勋,PH,9.0,1.0
天翻地覆,NN,7.0,2.0
烦扰,NE,9.0,2.0
敞亮,PA,5.0,1.0
祸胎,NN,9.0,2.0
心虚,NI,1.0,2.0
模范,PH,5.0,1.0
实在,PH,5.0,1.0
高人,PH,5.0,1.0
昏沉,NE,5.0,0.0
平缓,PH,1.0,0.0
身不由己,NB,7.0,0.0
欠缺,NN,3.0,0.0
千钧一发,NC,5.0,0.0
马大哈,NN,3.0,2.0
光洁,PH,3.0,1.0
怀恋,PF,7.0,0.0
花魁,PH,7.0,1.0
沉痛,NB,7.0,0.0
虚度,NN,5.0,2.0
徘徊,NE,7.0,0.0
幌子,NN,5.0,2.0
水到渠成,PA,7.0,1.0
丢脸,NG,5.0,2.0
鞭辟入里,PH,5.0,1.0
畜生,NN,9.0,2.0
赤裸裸,NN,3.0,2.0
有口皆碑,PH,9.0,1.0
出头,PA,5.0,0.0
有血有肉,PH,5.0,1.0
迎刃而解,PA,5.0,1.0
狂暴,NN,7.0,2.0
说嘴,NN,5.0,2.0
玲珑,PH,5.0,1.0
愁眉不展,NE,9.0,0.0
侈谈,NN,5.0,2.0
纷乱,NE,5.0,2.0
浓郁,PH,5.0,1.0
天衣无缝,PH,9.0,1.0
拐子,NN,5.0,2.0
泛泛,NN,3.0,0.0
好听,PH,5.0,1.0
软弱,NN,5.0,2.0
对眼,PB,5.0,1.0
莫须有,NN,7.0,2.0
沉痼,NN,5.0,2.0
拘泥,NN,3.0,2.0
空想,NN,7.0,2.0
见不得人,NN,9.0,2.0
精雕细刻,PH,5.0,1.0
响当当,PH,5.0,1.0
半半拉拉,NN,5.0,2.0
岔子,NE,5.0,2.0
抬杠,NN,5.0,2.0
先人后己,PH,5.0,1.0
倚重,PG,7.0,0.0
抽风,NN,5.0,2.0
疙瘩,NE,5.0,0.0
惨绝人寰,NB,5.0,2.0
恢弘,PH,9.0,1.0
好人,PH,7.0,1.0
前辈,PD,5.0,0.0
零星,NJ,1.0,0.0
危亡,NC,5.0,0.0
困顿,NE,7.0,0.0
瞎说,NN,7.0,2.0
急转直下,NJ,5.0,2.0
解决,ND,1.0,0.0
融融,PB,3.0,1.0
阎罗,PH,5.0,1.0
便民,PH,5.0,1.0
惶惶不可终日,NC,9.0,0.0
亮堂,PA,3.0,1.0
甜美,PA,5.0,1.0
天翻地覆,PH,5.0,1.0
销魂,NB,7.0,0.0
荒废,NN,5.0,2.0
凌虐,NB,5.0,2.0
痛快淋漓,PH,7.0,1.0
动人,PB,3.0,1.0
垂头丧气,NN,5.0,0.0
背时,NE,5.0,2.0
洋洋,PA,5.0,1.0
阴沉,NA,5.0,0.0
栽赃,NN,7.0,2.0
脏污,NN,5.0,2.0
噪聒,NE,5.0,2.0
责罚,NN,5.0,2.0
贼赃,NN,7.0,2.0
肢解,NN,5.0,2.0
滞销,NN,5.0,2.0
清顺,PH,3.0,0.0
清越,PH,5.0,1.0
轻俏,PH,5.0,1.0
晴好,PH,5.0,1.0
庆贺,PA,5.0,1.0
全胜,PH,5.0,1.0
热火,PH,5.0,1.0
任侠,PH,5.0,1.0
柔润,PH,5.0,1.0
睿智,PH,5.0,1.0
善行,PH,5.0,1.0
神力,PH,5.0,1.0
省心,PH,3.0,1.0
盛况,PH,5.0,1.0
盛赞,PH,7.0,1.0
诗意,PH,5.0,1.0
爽健,PH,5.0,1.0
肃然,PD,5.0,1.0
周折,NE,5.0,2.0
装糊涂,NN,5.0,2.0
捉弄,NN,5.0,2.0
滋事,NN,5.0,2.0
走内线,NN,5.0,2.0
嘴长,NN,5.0,2.0
罪孽,NN,9.0,2.0
作死,NN,9.0,2.0
坐误,NN,7.0,2.0
腾欢,PA,5.0,1.0
贴心,PB,5.0,1.0
同乐,PA,5.0,1.0
婉丽,PH,5.0,1.0
温婉,PH,3.0,1.0
稳静,PH,3.0,1.0
沃饶,PH,5.0,1.0
无双,PH,9.0,1.0
细嫩,PH,5.0,1.0
先哲,PD,5.0,1.0
纤巧,PH,5.0,1.0
相成,PH,5.0,1.0
骁健,PH,5.0,1.0
心秀,PH,5.0,1.0
兴隆,PH,5.0,1.0
寄怀,PD,5.0,1.0
雄踞,PH,5.0,1.0
雄图,PH,5.0,1.0
秀润,PH,5.0,1.0
煊赫,PH,5.0,1.0
勋劳,PH,5.0,1.0
雅怀,PH,5.0,1.0
嫣红,PH,5.0,1.0
延誉,PH,5.0,1.0
扬名,PH,5.0,1.0
毅勇,PH,5.0,1.0
英风,PH,5.0,1.0
英秀,PH,5.0,1.0
莹莹,PH,3.0,1.0
勇决,PH,7.0,1.0
优礼,PA,5.0,1.0
幽韵,PH,5.0,1.0
有素,PH,5.0,1.0
圆浑,PH,5.0,1.0
佳肴,PH,7.0,1.0
兼顾,PH,1.0,1.0
坚挺,PH,5.0,1.0
简质,PH,5.0,1.0
举荐,PG,7.0,1.0
见地,PH,7.0,1.0
见效,PH,5.0,1.0
江山,PH,3.0,1.0
奖赏,PH,3.0,1.0
姣妍,PH,5.0,1.0
姣美,PH,5.0,1.0
佼佼,PH,9.0,1.0
教益,PH,5.0,1.0
解渴,PH,3.0,1.0
巾帼,PH,7.0,1.0
金汤,PG,7.0,1.0
匀实,PH,5.0,1.0
赞服,PH,9.0,1.0
战鹰,PH,7.0,1.0
珍宝,PB,7.0,1.0
珍闻,PC,5.0,1.0
正论,PH,5.0,1.0
指教,PD,5.0,1.0
至品,PH,7.0,1.0
致力,PH,5.0,1.0
智巧,PH,5.0,1.0
忠言,PH,7.0,1.0
