word	emotion	emotion-intensity-score
nether	anger	0.278
uncaring	anger	0.273
bogus	anger	0.273
bugaboo	anger	0.273
immaturity	anger	0.273
shock	anger	0.269
feisty	anger	0.269
pry	anger	0.266
nopoint	anger	0.266
notamorningperson	anger	0.266
quandary	anger	0.266
bear	anger	0.266
feminism	anger	0.266
rapping	anger	0.266
defendant	anger	0.266
inconvenient	anger	0.266
inoperative	anger	0.266
latent	anger	0.266
humbug	anger	0.266
interrupts	anger	0.265
fluctuation	anger	0.265
exaggerate	anger	0.263
lose	anger	0.261
stone	anger	0.258
shoplifting	anger	0.258
patter	anger	0.258
furnace	anger	0.258
soldier	anger	0.258
tease	anger	0.258
incompetent	anger	0.257
indoctrination	anger	0.255
tripping	anger	0.250
falsehood	anger	0.250
unfollow	anger	0.250
nonsense	anger	0.250
socialist	anger	0.250
rocket	anger	0.250
noisy	anger	0.250
notoriety	anger	0.250
complicate	anger	0.250
untrue	anger	0.250
cane	anger	0.250
skid	anger	0.250
mastery	anger	0.250
attentionseeker	anger	0.250
pouting	anger	0.250
lawyer	anger	0.250
vampire	anger	0.242
capslock	anger	0.242
obstacle	anger	0.242
fenced	anger	0.242
ringer	anger	0.242
halter	anger	0.242
dontunderstand	anger	0.242
detract	anger	0.242
witch	anger	0.242
frowning	anger	0.239
saber	anger	0.238
hunger	anger	0.235
imtryingtosleep	anger	0.234
shell	anger	0.234
recession	anger	0.234
politics	anger	0.234
lava	anger	0.234
dabbling	anger	0.234
wokemeup	anger	0.234
rascal	anger	0.234
tariff	anger	0.234
failing	anger	0.234
undesirable	anger	0.231
copycat	anger	0.227
resign	anger	0.227
versus	anger	0.227
darkness	anger	0.227
soaked	anger	0.226
unfulfilled	anger	0.225
abandoned	anger	0.222
owing	anger	0.221
unattainable	anger	0.221
bankruptcy	anger	0.221
misconception	anger	0.219
warden	anger	0.219
whiny	anger	0.219
tool	anger	0.219
confusion	anger	0.219
mosquito	anger	0.219
twitching	anger	0.219
unhelpful	anger	0.219
compress	anger	0.219
somethingigetalot	anger	0.219
nosey	anger	0.213
overpriced	anger	0.212
harry	anger	0.212
adder	anger	0.212
shortage	anger	0.212
melodrama	anger	0.212
possession	anger	0.206
desert	anger	0.206
overplayed	anger	0.206
unlucky	anger	0.203
arraignment	anger	0.203
unpaid	anger	0.203
rook	anger	0.203
uninvited	anger	0.203
powerless	anger	0.203
backbone	anger	0.203
sentence	anger	0.203
inefficient	anger	0.203
pout	anger	0.203
court	anger	0.199
endless	anger	0.198
misstatement	anger	0.197
distracted	anger	0.197
adverts	anger	0.197
delay	anger	0.197
misunderstanding	anger	0.195
excite	anger	0.191
inadmissible	anger	0.191
lightning	anger	0.189
preclude	anger	0.188
incase	anger	0.188
insecure	anger	0.188
mournful	anger	0.188
claimant	anger	0.182
mutter	anger	0.182
mistress	anger	0.182
rating	anger	0.182
pare	anger	0.182
insist	anger	0.182
distracting	anger	0.182
opium	anger	0.180
willful	anger	0.176
deserve	anger	0.176
treat	anger	0.175
insists	anger	0.175
gibberish	anger	0.172
excitation	anger	0.172
mighty	anger	0.172
hormonal	anger	0.172
fee	anger	0.172
fleece	anger	0.172
indecisive	anger	0.172
liberate	anger	0.172
peice	anger	0.172
misplace	anger	0.172
thanksalot	anger	0.172
yelp	anger	0.168
bargaining	anger	0.167
mule	anger	0.167
unequal	anger	0.167
insignificant	anger	0.167
hamstring	anger	0.167
insufficiency	anger	0.167
attentionseekers	anger	0.163
forearm	anger	0.156
rheumatism	anger	0.156
indifference	anger	0.156
coop	anger	0.156
attorney	anger	0.152
uncertain	anger	0.152
involvement	anger	0.152
underpaid	anger	0.152
pretending	anger	0.152
justthebeginning	anger	0.152
bee	anger	0.152
disinformation	anger	0.152
campaigning	anger	0.151
hopelessness	anger	0.149
feeling	anger	0.147
legalized	anger	0.145
caution	anger	0.145
morals	anger	0.141
sterling	anger	0.141
obliging	anger	0.141
subsidy	anger	0.141
wimpy	anger	0.140
bummer	anger	0.139
repay	anger	0.136
surcharge	anger	0.136
saloon	anger	0.136
misspell	anger	0.136
blemish	anger	0.136
geez	anger	0.136
birch	anger	0.135
noob	anger	0.133
honk	anger	0.133
orchestra	anger	0.132
wireless	anger	0.125
standstill	anger	0.125
competitive	anger	0.125
mosque	anger	0.122
reversal	anger	0.121
inattention	anger	0.121
lace	anger	0.118
elbow	anger	0.117
instinctive	anger	0.112
chant	anger	0.111
gnome	anger	0.109
lonely	anger	0.109
tolerate	anger	0.106
management	anger	0.102
advocacy	anger	0.100
moral	anger	0.094
roadworks	anger	0.091
honest	anger	0.087
forgetful	anger	0.076
gent	anger	0.076
liquor	anger	0.075
money	anger	0.074
hood	anger	0.071
curriculum	anger	0.063
words	anger	0.062
smell	anger	0.061
elf	anger	0.061
playful	anger	0.061
opera	anger	0.061
trumpet	anger	0.059
nurture	anger	0.059
asleeep	anger	0.059
counsellor	anger	0.059
birthplace	anger	0.051
ribbon	anger	0.047
vote	anger	0.045
youth	anger	0.045
cash	anger	0.039
wannasleep	anger	0.031
waffle	anger	0.030
dame	anger	0.030
buffet	anger	0.029
celebrity	anger	0.026
autocorrect	anger	0.015
sisterhood	anger	0.015
musical	anger	0.011
tree	anger	0.000
excited	anticipation	0.859
anticipation	anticipation	0.859
excitement	anticipation	0.820
anticipate	anticipation	0.820
eagerness	anticipation	0.812
exciting	anticipation	0.797
expectant	anticipation	0.789
thrilling	anticipation	0.781
hope	anticipation	0.773
quest	anticipation	0.766
countdown	anticipation	0.750
anticipatory	anticipation	0.750
expectance	anticipation	0.750
start	anticipation	0.750
adventure	anticipation	0.750
eager	anticipation	0.742
climax	anticipation	0.742
arouse	anticipation	0.742
excite	anticipation	0.742
expect	anticipation	0.742
prophecy	anticipation	0.742
ejaculation	anticipation	0.734
announcement	anticipation	0.734
birth	anticipation	0.734
imminent	anticipation	0.727
urgent	anticipation	0.727
expecting	anticipation	0.727
liberation	anticipation	0.727
expectancy	anticipation	0.727
prospection	anticipation	0.719
prospect	anticipation	0.719
reunion	anticipation	0.719
aspire	anticipation	0.719
voyage	anticipation	0.719
trepidation	anticipation	0.719
mystery	anticipation	0.711
journey	anticipation	0.711
kiss	anticipation	0.711
yearning	anticipation	0.711
enthusiasm	anticipation	0.711
ecstasy	anticipation	0.711
suspense	anticipation	0.711
rapture	anticipation	0.711
excitation	anticipation	0.703
thrill	anticipation	0.703
urgency	anticipation	0.703
tantalizing	anticipation	0.703
frantic	anticipation	0.703
prospective	anticipation	0.703
lottery	anticipation	0.703
progress	anticipation	0.703
hopeful	anticipation	0.703
destination	anticipation	0.703
arrival	anticipation	0.695
achievement	anticipation	0.695
hurry	anticipation	0.695
advance	anticipation	0.695
explore	anticipation	0.695
readiness	anticipation	0.695
vacation	anticipation	0.695
expectation	anticipation	0.695
liberate	anticipation	0.695
prediction	anticipation	0.695
sex	anticipation	0.695
approaching	anticipation	0.688
ecstatic	anticipation	0.688
allure	anticipation	0.688
roulette	anticipation	0.680
honeymoon	anticipation	0.680
uprising	anticipation	0.680
wishful	anticipation	0.672
celebrating	anticipation	0.672
holiday	anticipation	0.672
crescendo	anticipation	0.672
orgasm	anticipation	0.664
invitation	anticipation	0.664
impending	anticipation	0.664
winning	anticipation	0.664
winnings	anticipation	0.664
craving	anticipation	0.664
rescue	anticipation	0.664
triumph	anticipation	0.664
waiting	anticipation	0.664
courtship	anticipation	0.656
bridegroom	anticipation	0.656
gain	anticipation	0.656
aspiring	anticipation	0.656
celebration	anticipation	0.656
bridal	anticipation	0.656
jackpot	anticipation	0.656
reward	anticipation	0.656
marriage	anticipation	0.656
victory	anticipation	0.656
fortune	anticipation	0.656
strive	anticipation	0.656
aspiration	anticipation	0.648
prescient	anticipation	0.648
inheritance	anticipation	0.648
opportunity	anticipation	0.648
delivery	anticipation	0.648
alertness	anticipation	0.648
treasure	anticipation	0.648
tomorrow	anticipation	0.648
crowning	anticipation	0.648
intrigue	anticipation	0.648
rising	anticipation	0.648
receiving	anticipation	0.641
bride	anticipation	0.641
celebrated	anticipation	0.641
launch	anticipation	0.641
engaged	anticipation	0.641
possibility	anticipation	0.641
expedition	anticipation	0.641
spectacular	anticipation	0.641
happiness	anticipation	0.641
reckoning	anticipation	0.641
prognosis	anticipation	0.641
erotic	anticipation	0.641
revolution	anticipation	0.641
award	anticipation	0.641
anxious	anticipation	0.641
hype	anticipation	0.641
await	anticipation	0.633
curious	anticipation	0.633
vision	anticipation	0.633
coming	anticipation	0.633
birthday	anticipation	0.633
delight	anticipation	0.633
beware	anticipation	0.633
passionate	anticipation	0.633
firstborn	anticipation	0.633
miracle	anticipation	0.633
destiny	anticipation	0.633
passion	anticipation	0.633
prepare	anticipation	0.633
captivate	anticipation	0.633
graduation	anticipation	0.633
ominous	anticipation	0.633
succeed	anticipation	0.633
triumphant	anticipation	0.625
ripen	anticipation	0.625
retirement	anticipation	0.625
gift	anticipation	0.625
optimism	anticipation	0.625
foresee	anticipation	0.625
inspiration	anticipation	0.625
revival	anticipation	0.625
lust	anticipation	0.625
escape	anticipation	0.625
destined	anticipation	0.617
verge	anticipation	0.617
embrace	anticipation	0.617
foresight	anticipation	0.617
surprisingly	anticipation	0.617
enchanting	anticipation	0.617
risky	anticipation	0.617
bloom	anticipation	0.617
ambition	anticipation	0.617
simmering	anticipation	0.617
foreboding	anticipation	0.617
seductive	anticipation	0.609
anxiety	anticipation	0.609
magical	anticipation	0.609
bonus	anticipation	0.609
lookout	anticipation	0.609
alerts	anticipation	0.609
matrimony	anticipation	0.609
succeeding	anticipation	0.609
forecast	anticipation	0.609
applicant	anticipation	0.602
winner	anticipation	0.602
deserve	anticipation	0.602
foreseen	anticipation	0.602
inspire	anticipation	0.602
picnic	anticipation	0.602
success	anticipation	0.602
nervous	anticipation	0.602
visionary	anticipation	0.602
entertaining	anticipation	0.602
longing	anticipation	0.602
diagnosis	anticipation	0.602
revenge	anticipation	0.602
boomerang	anticipation	0.602
prophetic	anticipation	0.602
fulfillment	anticipation	0.602
intended	anticipation	0.602
momentum	anticipation	0.594
luck	anticipation	0.594
illuminate	anticipation	0.594
arrive	anticipation	0.594
romance	anticipation	0.594
preparedness	anticipation	0.594
result	anticipation	0.594
acquiring	anticipation	0.594
accelerate	anticipation	0.594
advent	anticipation	0.594
buzz	anticipation	0.594
rekindle	anticipation	0.594
marry	anticipation	0.594
predict	anticipation	0.589
presumption	anticipation	0.586
money	anticipation	0.586
progression	anticipation	0.586
endeavor	anticipation	0.586
investigation	anticipation	0.586
uplift	anticipation	0.586
impatient	anticipation	0.586
preparation	anticipation	0.586
gambling	anticipation	0.586
auspices	anticipation	0.586
delightful	anticipation	0.586
overdue	anticipation	0.586
raffle	anticipation	0.586
flirt	anticipation	0.586
enthusiast	anticipation	0.586
sequel	anticipation	0.586
crave	anticipation	0.586
seek	anticipation	0.586
immerse	anticipation	0.586
fiesta	anticipation	0.586
enjoying	anticipation	0.586
experiment	anticipation	0.580
completing	anticipation	0.578
divination	anticipation	0.578
thirst	anticipation	0.578
clamor	anticipation	0.578
angling	anticipation	0.578
precarious	anticipation	0.578
thriving	anticipation	0.578
transcendence	anticipation	0.578
harvest	anticipation	0.578
heavenly	anticipation	0.578
attainable	anticipation	0.578
remedy	anticipation	0.578
majestic	anticipation	0.578
blessing	anticipation	0.578
excavation	anticipation	0.578
enjoy	anticipation	0.578
prosper	anticipation	0.578
inviting	anticipation	0.578
risk	anticipation	0.578
healing	anticipation	0.578
warned	anticipation	0.570
gambler	anticipation	0.570
matchmaker	anticipation	0.570
ultimate	anticipation	0.570
magnificence	anticipation	0.570
finally	anticipation	0.570
omen	anticipation	0.570
sweetheart	anticipation	0.570
prospectively	anticipation	0.570
restlessness	anticipation	0.570
invite	anticipation	0.570
plan	anticipation	0.570
dare	anticipation	0.570
emancipation	anticipation	0.570
intimate	anticipation	0.570
tease	anticipation	0.570
zest	anticipation	0.570
festival	anticipation	0.562
immortality	anticipation	0.562
hypothesis	anticipation	0.562
predilection	anticipation	0.562
parade	anticipation	0.562
trophy	anticipation	0.562
expected	anticipation	0.562
champion	anticipation	0.562
exalt	anticipation	0.562
independence	anticipation	0.562
accolade	anticipation	0.562
fun	anticipation	0.562
forewarned	anticipation	0.562
fanfare	anticipation	0.562
rejoice	anticipation	0.562
mysterious	anticipation	0.562
quicken	anticipation	0.562
enchant	anticipation	0.562
lover	anticipation	0.562
attempt	anticipation	0.562
expose	anticipation	0.562
boisterous	anticipation	0.555
curiosity	anticipation	0.555
uneasiness	anticipation	0.555
speculative	anticipation	0.555
feeling	anticipation	0.555
splendor	anticipation	0.555
shopping	anticipation	0.555
salvation	anticipation	0.555
happy	anticipation	0.555
rejoicing	anticipation	0.555
oracle	anticipation	0.555
heroism	anticipation	0.555
fate	anticipation	0.555
lovely	anticipation	0.555
amour	anticipation	0.555
grasping	anticipation	0.555
liberty	anticipation	0.555
unfold	anticipation	0.555
grow	anticipation	0.555
convergence	anticipation	0.547
warn	anticipation	0.547
morrow	anticipation	0.547
sorcery	anticipation	0.547
incite	anticipation	0.547
bountiful	anticipation	0.547
recreational	anticipation	0.547
changeable	anticipation	0.547
apprehensive	anticipation	0.547
leisure	anticipation	0.547
delighted	anticipation	0.547
suspicious	anticipation	0.547
glory	anticipation	0.547
probability	anticipation	0.547
glimmer	anticipation	0.547
abundance	anticipation	0.547
pray	anticipation	0.547
agape	anticipation	0.547
vote	anticipation	0.547
resultant	anticipation	0.547
hungry	anticipation	0.547
monetary	anticipation	0.547
sensual	anticipation	0.539
bounty	anticipation	0.539
contingent	anticipation	0.539
hunting	anticipation	0.539
blessings	anticipation	0.539
entertainment	anticipation	0.539
merge	anticipation	0.539
ballot	anticipation	0.539
grandchildren	anticipation	0.539
tempest	anticipation	0.539
auction	anticipation	0.539
worrying	anticipation	0.539
inquiry	anticipation	0.539
vindication	anticipation	0.539
exceed	anticipation	0.539
hankering	anticipation	0.539
glad	anticipation	0.536
spirits	anticipation	0.531
dread	anticipation	0.531
forming	anticipation	0.531
hurried	anticipation	0.531
magnificent	anticipation	0.531
feat	anticipation	0.531
stealthy	anticipation	0.531
virginity	anticipation	0.531
celestial	anticipation	0.531
cheer	anticipation	0.531
betrothed	anticipation	0.531
deliverance	anticipation	0.531
raving	anticipation	0.531
overthrow	anticipation	0.531
visitor	anticipation	0.531
harbinger	anticipation	0.531
appeal	anticipation	0.531
responsive	anticipation	0.531
prevail	anticipation	0.523
cheery	anticipation	0.523
competition	anticipation	0.523
beaming	anticipation	0.523
ultimately	anticipation	0.523
child	anticipation	0.523
revive	anticipation	0.523
pleasant	anticipation	0.523
notification	anticipation	0.523
preparatory	anticipation	0.523
planning	anticipation	0.523
germination	anticipation	0.523
wait	anticipation	0.523
watch	anticipation	0.523
importance	anticipation	0.523
prognostic	anticipation	0.523
hunter	anticipation	0.523
explosive	anticipation	0.523
radiance	anticipation	0.523
haste	anticipation	0.523
prophet	anticipation	0.523
salary	anticipation	0.516
caution	anticipation	0.516
loom	anticipation	0.516
time	anticipation	0.516
owing	anticipation	0.516
chocolate	anticipation	0.516
uncontrollable	anticipation	0.516
celebrity	anticipation	0.516
begun	anticipation	0.516
sensuality	anticipation	0.516
precious	anticipation	0.516
fermentation	anticipation	0.516
compensate	anticipation	0.516
renovation	anticipation	0.516
present	anticipation	0.516
recreation	anticipation	0.516
treat	anticipation	0.516
endanger	anticipation	0.516
infant	anticipation	0.508
commemoration	anticipation	0.508
exigent	anticipation	0.508
practise	anticipation	0.508
transitional	anticipation	0.508
dreadful	anticipation	0.508
vigilance	anticipation	0.508
elevation	anticipation	0.508
signify	anticipation	0.508
perfection	anticipation	0.508
cultivate	anticipation	0.508
intermission	anticipation	0.508
contemplation	anticipation	0.508
horizon	anticipation	0.508
prerequisite	anticipation	0.508
wilderness	anticipation	0.508
cue	anticipation	0.508
develop	anticipation	0.508
income	anticipation	0.500
blindfold	anticipation	0.500
reconciliation	anticipation	0.500
litigate	anticipation	0.500
puppy	anticipation	0.500
intuitively	anticipation	0.500
airport	anticipation	0.500
unbridled	anticipation	0.500
sunny	anticipation	0.500
doomsday	anticipation	0.500
advocacy	anticipation	0.500
uphill	anticipation	0.500
calculation	anticipation	0.500
young	anticipation	0.500
romantic	anticipation	0.500
eventuality	anticipation	0.500
depart	anticipation	0.500
utopian	anticipation	0.500
zeal	anticipation	0.500
undisclosed	anticipation	0.500
swim	anticipation	0.500
favorable	anticipation	0.500
sneaking	anticipation	0.500
peril	anticipation	0.500
ardent	anticipation	0.500
horoscope	anticipation	0.500
invocation	anticipation	0.500
hero	anticipation	0.500
ready	anticipation	0.500
commemorate	anticipation	0.500
nascent	anticipation	0.500
attendance	anticipation	0.500
inauguration	anticipation	0.492
repay	anticipation	0.492
court	anticipation	0.492
restorative	anticipation	0.492
improvise	anticipation	0.492
perspective	anticipation	0.492
defense	anticipation	0.492
bless	anticipation	0.492
worry	anticipation	0.492
parole	anticipation	0.492
consequent	anticipation	0.492
youth	anticipation	0.492
gaping	anticipation	0.492
eventual	anticipation	0.492
undertaking	anticipation	0.492
heyday	anticipation	0.492
proceeding	anticipation	0.492
highest	anticipation	0.491
contagion	anticipation	0.484
auspicious	anticipation	0.484
tremor	anticipation	0.484
sharpen	anticipation	0.484
letter	anticipation	0.484
vow	anticipation	0.484
correspondence	anticipation	0.484
shortly	anticipation	0.484
happen	anticipation	0.484
duel	anticipation	0.484
god	anticipation	0.484
engulf	anticipation	0.484
conjure	anticipation	0.484
sparkle	anticipation	0.484
threaten	anticipation	0.484
generosity	anticipation	0.484
voluptuous	anticipation	0.484
unexplained	anticipation	0.484
princely	anticipation	0.484
arbitration	anticipation	0.477
clue	anticipation	0.477
recipient	anticipation	0.477
gravitate	anticipation	0.477
medal	anticipation	0.477
perilous	anticipation	0.477
accompaniment	anticipation	0.477
glow	anticipation	0.477
torture	anticipation	0.477
glorify	anticipation	0.477
submit	anticipation	0.477
powerful	anticipation	0.477
determinate	anticipation	0.477
unification	anticipation	0.477
glide	anticipation	0.477
enroll	anticipation	0.477
onset	anticipation	0.477
adore	anticipation	0.477
contemplate	anticipation	0.477
cherish	anticipation	0.477
predispose	anticipation	0.477
score	anticipation	0.477
praiseworthy	anticipation	0.473
sweets	anticipation	0.469
pry	anticipation	0.469
fete	anticipation	0.469
star	anticipation	0.469
motion	anticipation	0.469
dawn	anticipation	0.469
creeping	anticipation	0.469
precursor	anticipation	0.469
